htn	hypertension
abbr2124	clinical expansion term 2124
abbr2125	clinical expansion term 2125
abbr2126	clinical expansion term 2126
abbr2127	clinical expansion term 2127
abbr2128	clinical expansion term 2128
abbr2129	clinical expansion term 2129
abbr2130	clinical expansion term 2130
abbr2131	clinical expansion term 2131
abbr2132	clinical expansion term 2132
abbr2133	clinical expansion term 2133
abbr2134	clinical expansion term 2134
abbr2135	clinical expansion term 2135
abbr2136	clinical expansion term 2136
abbr2137	clinical expansion term 2137
abbr2138	clinical expansion term 2138
abbr2139	clinical expansion term 2139
abbr2140	clinical expansion term 2140
abbr2141	clinical expansion term 2141
abbr2142	clinical expansion term 2142
abbr2143	clinical expansion term 2143
abbr2144	clinical expansion term 2144
abbr2145	clinical expansion term 2145
abbr2146	clinical expansion term 2146
abbr2147	clinical expansion term 2147
abbr2148	clinical expansion term 2148
abbr2149	clinical expansion term 2149
abbr2150	clinical expansion term 2150
abbr2151	clinical expansion term 2151
abbr2152	clinical expansion term 2152
abbr2153	clinical expansion term 2153
abbr2154	clinical expansion term 2154
abbr2155	clinical expansion term 2155
abbr2156	clinical expansion term 2156
abbr2157	clinical expansion term 2157
abbr2158	clinical expansion term 2158
abbr2159	clinical expansion term 2159
abbr2160	clinical expansion term 2160
abbr2161	clinical expansion term 2161
abbr2162	clinical expansion term 2162
abbr2163	clinical expansion term 2163
abbr2164	clinical expansion term 2164
abbr2165	clinical expansion term 2165
abbr2166	clinical expansion term 2166
abbr2167	clinical expansion term 2167
abbr2168	clinical expansion term 2168
abbr2169	clinical expansion term 2169
abbr2170	clinical expansion term 2170
abbr2171	clinical expansion term 2171
abbr2172	clinical expansion term 2172
abbr2173	clinical expansion term 2173
abbr2174	clinical expansion term 2174
abbr2175	clinical expansion term 2175
abbr2176	clinical expansion term 2176
abbr2177	clinical expansion term 2177
abbr2178	clinical expansion term 2178
abbr2179	clinical expansion term 2179
abbr2180	clinical expansion term 2180
abbr2181	clinical expansion term 2181
abbr2182	clinical expansion term 2182
abbr2183	clinical expansion term 2183
abbr2184	clinical expansion term 2184
abbr2185	clinical expansion term 2185
abbr2186	clinical expansion term 2186
abbr2187	clinical expansion term 2187
abbr2188	clinical expansion term 2188
abbr2189	clinical expansion term 2189
abbr2190	clinical expansion term 2190
abbr2191	clinical expansion term 2191
abbr2192	clinical expansion term 2192
abbr2193	clinical expansion term 2193
abbr2194	clinical expansion term 2194
abbr2195	clinical expansion term 2195
abbr2196	clinical expansion term 2196
abbr2197	clinical expansion term 2197
abbr2198	clinical expansion term 2198
abbr2199	clinical expansion term 2199
abbr2200	clinical expansion term 2200
abbr2201	clinical expansion term 2201
abbr2202	clinical expansion term 2202
abbr2203	clinical expansion term 2203
abbr2204	clinical expansion term 2204
abbr2205	clinical expansion term 2205
abbr2206	clinical expansion term 2206
abbr2207	clinical expansion term 2207
abbr2208	clinical expansion term 2208
abbr2209	clinical expansion term 2209
abbr2210	clinical expansion term 2210
abbr2211	clinical expansion term 2211
abbr2212	clinical expansion term 2212
abbr2213	clinical expansion term 2213
abbr2214	clinical expansion term 2214
abbr2215	clinical expansion term 2215
abbr2216	clinical expansion term 2216
abbr2217	clinical expansion term 2217
abbr2218	clinical expansion term 2218
abbr2219	clinical expansion term 2219
abbr2220	clinical expansion term 2220
abbr2221	clinical expansion term 2221
abbr2222	clinical expansion term 2222
abbr2223	clinical expansion term 2223
abbr2224	clinical expansion term 2224
abbr2225	clinical expansion term 2225
abbr2226	clinical expansion term 2226
abbr2227	clinical expansion term 2227
abbr2228	clinical expansion term 2228
abbr2229	clinical expansion term 2229
abbr2230	clinical expansion term 2230
abbr2231	clinical expansion term 2231
abbr2232	clinical expansion term 2232
abbr2233	clinical expansion term 2233
abbr2234	clinical expansion term 2234
abbr2235	clinical expansion term 2235
abbr2236	clinical expansion term 2236
abbr2237	clinical expansion term 2237
abbr2238	clinical expansion term 2238
abbr2239	clinical expansion term 2239
abbr2240	clinical expansion term 2240
abbr2241	clinical expansion term 2241
abbr2242	clinical expansion term 2242
abbr2243	clinical expansion term 2243
abbr2244	clinical expansion term 2244
abbr2245	clinical expansion term 2245
abbr2246	clinical expansion term 2246
abbr2247	clinical expansion term 2247
abbr2248	clinical expansion term 2248
abbr2249	clinical expansion term 2249
abbr2250	clinical expansion term 2250
abbr2251	clinical expansion term 2251
abbr2252	clinical expansion term 2252
abbr2253	clinical expansion term 2253
abbr2254	clinical expansion term 2254
abbr2255	clinical expansion term 2255
abbr2256	clinical expansion term 2256
abbr2257	clinical expansion term 2257
abbr2258	clinical expansion term 2258
abbr2259	clinical expansion term 2259
abbr2260	clinical expansion term 2260
abbr2261	clinical expansion term 2261
abbr2262	clinical expansion term 2262
abbr2263	clinical expansion term 2263
abbr2264	clinical expansion term 2264
abbr2265	clinical expansion term 2265
abbr2266	clinical expansion term 2266
abbr2267	clinical expansion term 2267
abbr2268	clinical expansion term 2268
abbr2269	clinical expansion term 2269
abbr2270	clinical expansion term 2270
abbr2271	clinical expansion term 2271
abbr2272	clinical expansion term 2272
abbr2273	clinical expansion term 2273
abbr2274	clinical expansion term 2274
abbr2275	clinical expansion term 2275
abbr2276	clinical expansion term 2276
abbr2277	clinical expansion term 2277
abbr2278	clinical expansion term 2278
abbr2279	clinical expansion term 2279
abbr2280	clinical expansion term 2280
abbr2281	clinical expansion term 2281
abbr2282	clinical expansion term 2282
abbr2283	clinical expansion term 2283
abbr2284	clinical expansion term 2284
abbr2285	clinical expansion term 2285
abbr2286	clinical expansion term 2286
abbr2287	clinical expansion term 2287
abbr2288	clinical expansion term 2288
abbr2289	clinical expansion term 2289
abbr2290	clinical expansion term 2290
abbr2291	clinical expansion term 2291
abbr2292	clinical expansion term 2292
abbr2293	clinical expansion term 2293
abbr2294	clinical expansion term 2294
abbr2295	clinical expansion term 2295
abbr2296	clinical expansion term 2296
abbr2297	clinical expansion term 2297
abbr2298	clinical expansion term 2298
abbr2299	clinical expansion term 2299
abbr2300	clinical expansion term 2300
abbr2301	clinical expansion term 2301
abbr2302	clinical expansion term 2302
abbr2303	clinical expansion term 2303
abbr2304	clinical expansion term 2304
abbr2305	clinical expansion term 2305
abbr2306	clinical expansion term 2306
abbr2307	clinical expansion term 2307
abbr2308	clinical expansion term 2308
abbr2309	clinical expansion term 2309
abbr2310	clinical expansion term 2310
abbr2311	clinical expansion term 2311
abbr2312	clinical expansion term 2312
abbr2313	clinical expansion term 2313
abbr2314	clinical expansion term 2314
abbr2315	clinical expansion term 2315
abbr2316	clinical expansion term 2316
abbr2317	clinical expansion term 2317
abbr2318	clinical expansion term 2318
abbr2319	clinical expansion term 2319
abbr2320	clinical expansion term 2320
abbr2321	clinical expansion term 2321
abbr2322	clinical expansion term 2322
abbr2323	clinical expansion term 2323
abbr2324	clinical expansion term 2324
abbr2325	clinical expansion term 2325
abbr2326	clinical expansion term 2326
abbr2327	clinical expansion term 2327
abbr2328	clinical expansion term 2328
abbr2329	clinical expansion term 2329
abbr2330	clinical expansion term 2330
abbr2331	clinical expansion term 2331
abbr2332	clinical expansion term 2332
abbr2333	clinical expansion term 2333
abbr2334	clinical expansion term 2334
abbr2335	clinical expansion term 2335
abbr2336	clinical expansion term 2336
abbr2337	clinical expansion term 2337
abbr2338	clinical expansion term 2338
abbr2339	clinical expansion term 2339
abbr2340	clinical expansion term 2340
abbr2341	clinical expansion term 2341
abbr2342	clinical expansion term 2342
abbr2343	clinical expansion term 2343
abbr2344	clinical expansion term 2344
abbr2345	clinical expansion term 2345
abbr2346	clinical expansion term 2346
abbr2347	clinical expansion term 2347
abbr2348	clinical expansion term 2348
abbr2349	clinical expansion term 2349
abbr2350	clinical expansion term 2350
abbr2351	clinical expansion term 2351
abbr2352	clinical expansion term 2352
abbr2353	clinical expansion term 2353
abbr2354	clinical expansion term 2354
abbr2355	clinical expansion term 2355
abbr2356	clinical expansion term 2356
abbr2357	clinical expansion term 2357
abbr2358	clinical expansion term 2358
abbr2359	clinical expansion term 2359
abbr2360	clinical expansion term 2360
abbr2361	clinical expansion term 2361
abbr2362	clinical expansion term 2362
abbr2363	clinical expansion term 2363
abbr2364	clinical expansion term 2364
abbr2365	clinical expansion term 2365
abbr2366	clinical expansion term 2366
abbr2367	clinical expansion term 2367
abbr2368	clinical expansion term 2368
abbr2369	clinical expansion term 2369
abbr2370	clinical expansion term 2370
abbr2371	clinical expansion term 2371
abbr2372	clinical expansion term 2372
abbr2373	clinical expansion term 2373
abbr2374	clinical expansion term 2374
abbr2375	clinical expansion term 2375
abbr2376	clinical expansion term 2376
abbr2377	clinical expansion term 2377
abbr2378	clinical expansion term 2378
abbr2379	clinical expansion term 2379
abbr2380	clinical expansion term 2380
abbr2381	clinical expansion term 2381
abbr2382	clinical expansion term 2382
abbr2383	clinical expansion term 2383
abbr2384	clinical expansion term 2384
abbr2385	clinical expansion term 2385
abbr2386	clinical expansion term 2386
abbr2387	clinical expansion term 2387
abbr2388	clinical expansion term 2388
abbr2389	clinical expansion term 2389
abbr2390	clinical expansion term 2390
abbr2391	clinical expansion term 2391
abbr2392	clinical expansion term 2392
abbr2393	clinical expansion term 2393
abbr2394	clinical expansion term 2394
abbr2395	clinical expansion term 2395
abbr2396	clinical expansion term 2396
abbr2397	clinical expansion term 2397
abbr2398	clinical expansion term 2398
abbr2399	clinical expansion term 2399
abbr2400	clinical expansion term 2400
abbr2401	clinical expansion term 2401
abbr2402	clinical expansion term 2402
abbr2403	clinical expansion term 2403
abbr2404	clinical expansion term 2404
abbr2405	clinical expansion term 2405
abbr2406	clinical expansion term 2406
abbr2407	clinical expansion term 2407
abbr2408	clinical expansion term 2408
abbr2409	clinical expansion term 2409
abbr2410	clinical expansion term 2410
abbr2411	clinical expansion term 2411
abbr2412	clinical expansion term 2412
abbr2413	clinical expansion term 2413
abbr2414	clinical expansion term 2414
abbr2415	clinical expansion term 2415
abbr2416	clinical expansion term 2416
abbr2417	clinical expansion term 2417
abbr2418	clinical expansion term 2418
abbr2419	clinical expansion term 2419
abbr2420	clinical expansion term 2420
abbr2421	clinical expansion term 2421
abbr2422	clinical expansion term 2422
abbr2423	clinical expansion term 2423
abbr2424	clinical expansion term 2424
abbr2425	clinical expansion term 2425
abbr2426	clinical expansion term 2426
abbr2427	clinical expansion term 2427
abbr2428	clinical expansion term 2428
abbr2429	clinical expansion term 2429
abbr2430	clinical expansion term 2430
abbr2431	clinical expansion term 2431
abbr2432	clinical expansion term 2432
abbr2433	clinical expansion term 2433
abbr2434	clinical expansion term 2434
abbr2435	clinical expansion term 2435
abbr2436	clinical expansion term 2436
abbr2437	clinical expansion term 2437
abbr2438	clinical expansion term 2438
abbr2439	clinical expansion term 2439
abbr2440	clinical expansion term 2440
abbr2441	clinical expansion term 2441
abbr2442	clinical expansion term 2442
abbr2443	clinical expansion term 2443
abbr2444	clinical expansion term 2444
abbr2445	clinical expansion term 2445
abbr2446	clinical expansion term 2446
abbr2447	clinical expansion term 2447
abbr2448	clinical expansion term 2448
abbr2449	clinical expansion term 2449
abbr2450	clinical expansion term 2450
abbr2451	clinical expansion term 2451
abbr2452	clinical expansion term 2452
abbr2453	clinical expansion term 2453
abbr2454	clinical expansion term 2454
abbr2455	clinical expansion term 2455
abbr2456	clinical expansion term 2456
abbr2457	clinical expansion term 2457
abbr2458	clinical expansion term 2458
abbr2459	clinical expansion term 2459
abbr2460	clinical expansion term 2460
abbr2461	clinical expansion term 2461
abbr2462	clinical expansion term 2462
abbr2463	clinical expansion term 2463
abbr2464	clinical expansion term 2464
abbr2465	clinical expansion term 2465
abbr2466	clinical expansion term 2466
abbr2467	clinical expansion term 2467
abbr2468	clinical expansion term 2468
abbr2469	clinical expansion term 2469
abbr2470	clinical expansion term 2470
abbr2471	clinical expansion term 2471
abbr2472	clinical expansion term 2472
abbr2473	clinical expansion term 2473
abbr2474	clinical expansion term 2474
abbr2475	clinical expansion term 2475
abbr2476	clinical expansion term 2476
abbr2477	clinical expansion term 2477
abbr2478	clinical expansion term 2478
abbr2479	clinical expansion term 2479
abbr2480	clinical expansion term 2480
abbr2481	clinical expansion term 2481
abbr2482	clinical expansion term 2482
abbr2483	clinical expansion term 2483
abbr2484	clinical expansion term 2484
abbr2485	clinical expansion term 2485
